Parent_Airline,Airline,Aircraft_Type,Current,Future,Historic,Total,Orders,Unit_Cost,Total_Cost,Average_Age
Copa Airlines,Copa Airlines Colombia,Embraer ERJ-190,9.0,0.0,5.0,14.0,0.0,46.0,416.0,9.2
Delta Airlines,Delta Airlines,Airbus A310,0.0,0.0,30.0,30.0,0.0,75.0,0.0,0.0
Delta Airlines,Delta Airlines,Airbus A319,57.0,0.0,0.0,57.0,0.0,90.0,5107.0,14.8
Delta Airlines,Delta Airlines,Airbus A320,69.0,0.0,0.0,69.0,0.0,98.0,6762.0,21.8
Delta Airlines,Delta Airlines,Airbus A321,14.0,6.0,0.0,20.0,67.0,115.0,1609.0,0.4
Delta Airlines,Delta Airlines,Airbus A330,40.0,2.0,0.0,42.0,27.0,240.0,9600.0,9.4
Delta Airlines,Delta Airlines,Airbus A350 XWB,0.0,1.0,0.0,1.0,25.0,312.0,0.0,0.0
Delta Airlines,Delta Airlines,Boeing 717,91.0,0.0,0.0,91.0,0.0,37.0,3367.0,15.2
Delta Airlines,Delta Airlines,Boeing 727,0.0,0.0,7.0,7.0,0.0,4.0,0.0,0.0
Delta Airlines,Delta Airlines,Boeing 737,154.0,9.0,106.0,269.0,56.0,74.0,11393.0,9.2
Delta Airlines,Delta Airlines,Boeing 747,7.0,0.0,29.0,36.0,0.0,316.0,2211.0,25.5
Delta Airlines,Delta Airlines,Boeing 757,128.0,0.0,78.0,206.0,0.0,73.0,9280.0,19.5
Delta Airlines,Delta Airlines,Boeing 767,85.0,0.0,39.0,124.0,0.0,187.0,15887.0,19.8
Delta Airlines,Delta Airlines,Boeing 777,18.0,0.0,1.0,19.0,0.0,295.0,5302.0,11.9
Delta Airlines,Endeavor Air,Canadair CRJ-100 Series,53.0,0.0,87.0,140.0,0.0,32.0,1688.0,12.7
Delta Airlines,Endeavor Air,Canadair CRJ-900,81.0,0.0,1.0,82.0,0.0,46.0,3726.0,5.9
Delta Airlines,Delta Airlines,Embraer ERJ-190,11.0,0.0,2.0,13.0,0.0,46.0,508.0,10.2
Delta Airlines,Delta Airlines,McDonnell Douglas DC-10,0.0,0.0,14.0,14.0,0.0,145.0,0.0,0.0
Delta Airlines,Delta Airlines,McDonnell Douglas DC-8,0.0,0.0,42.0,42.0,0.0,6.0,0.0,0.0
Delta Airlines,Delta Airlines,McDonnell Douglas DC-9,0.0,0.0,162.0,162.0,0.0,45.0,0.0,0.0
Delta Airlines,Delta Airlines,McDonnell Douglas MD-11,0.0,0.0,17.0,17.0,0.0,175.0,0.0,0.0
Delta Airlines,Delta Airlines,McDonnell Douglas MD-80,116.0,0.0,50.0,166.0,0.0,45.0,5220.0,26.4
Delta Airlines,Delta Airlines,McDonnell Douglas MD-90,65.0,0.0,12.0,77.0,0.0,45.0,2925.0,19.8
easyJet,easyJet,Airbus A319,133.0,0.0,39.0,172.0,0.0,90.0,11917.0,9.6
easyJet,easyJet - Switzerland,Airbus A319,11.0,0.0,22.0,33.0,0.0,90.0,986.0,5.5
easyJet,easyJet,Airbus A320,101.0,3.0,24.0,128.0,165.0,98.0,9898.0,3.6
easyJet,easyJet - Switzerland,Airbus A320,15.0,0.0,0.0,15.0,0.0,98.0,1470.0,5.0
easyJet,easyJet,Airbus A321,0.0,0.0,8.0,8.0,0.0,115.0,0.0,0.0
easyJet,easyJet,Boeing 737,0.0,0.0,84.0,84.0,0.0,74.0,0.0,0.0
easyJet,easyJet - Switzerland,Boeing 737,0.0,0.0,8.0,8.0,0.0,74.0,0.0,0.0
easyJet,easyJet,Boeing 757,0.0,0.0,4.0,4.0,0.0,73.0,0.0,0.0
EgyptAir,EgyptAir Cargo,Airbus A300,3.0,0.0,1.0,4.0,0.0,75.0,225.0,28.6
EgyptAir,EgyptAir,Airbus A300,0.0,0.0,21.0,21.0,0.0,75.0,0.0,0.0
EgyptAir,EgyptAir,Airbus A320,6.0,0.0,7.0,13.0,0.0,98.0,588.0,17.1
EgyptAir,Air Cairo,Airbus A320,6.0,0.0,1.0,7.0,0.0,98.0,588.0,9.1
EgyptAir,EgyptAir,Airbus A321,4.0,0.0,0.0,4.0,0.0,115.0,460.0,19.4
EgyptAir,Air Cairo,Airbus A321,0.0,0.0,2.0,2.0,0.0,115.0,0.0,0.0
EgyptAir,EgyptAir,Airbus A330,11.0,0.0,0.0,11.0,0.0,240.0,2640.0,9.5
EgyptAir,EgyptAir,Airbus A340,0.0,0.0,4.0,4.0,0.0,216.0,0.0,0.0
EgyptAir,EgyptAir,ATR 42/72,0.0,0.0,2.0,2.0,0.0,22.0,0.0,0.0
EgyptAir,EgyptAir,Boeing 737,22.0,0.0,15.0,37.0,7.0,74.0,1628.0,7.7
EgyptAir,EgyptAir,Boeing 747,0.0,0.0,10.0,10.0,0.0,316.0,0.0,0.0
EgyptAir,EgyptAir,Boeing 767,0.0,0.0,7.0,7.0,0.0,187.0,0.0,0.0
EgyptAir,EgyptAir,Boeing 777,9.0,0.0,2.0,11.0,0.0,295.0,2651.0,9.7
EgyptAir,EgyptAir Express,Embraer ERJ-170,12.0,0.0,0.0,12.0,0.0,39.0,464.0,8.7
EgyptAir,EgyptAir,McDonnell Douglas DC-8,0.0,0.0,7.0,7.0,0.0,6.0,0.0,0.0
EgyptAir,EgyptAir,McDonnell Douglas DC-9,0.0,0.0,2.0,2.0,0.0,45.0,0.0,0.0
El Al,El Al,Boeing 737,23.0,0.0,6.0,29.0,0.0,74.0,1702.0,9.1
El Al,Sun d'Or,Boeing 737,2.0,0.0,0.0,2.0,0.0,74.0,148.0,17.4
El Al,Up,Boeing 737,4.0,0.0,0.0,4.0,0.0,74.0,296.0,12.9
El Al,El Al,Boeing 747,7.0,0.0,19.0,26.0,0.0,316.0,2211.0,21.4
El Al,El Al,Boeing 757,0.0,0.0,10.0,10.0,0.0,73.0,0.0,0.0
El Al,Sun d'Or,Boeing 757,0.0,0.0,6.0,6.0,0.0,73.0,0.0,0.0
El Al,El Al,Boeing 767,7.0,0.0,6.0,13.0,0.0,187.0,1308.0,21.1
El Al,El Al,Boeing 777,6.0,0.0,0.0,6.0,0.0,295.0,1767.0,13.5
El Al,El Al,Boeing 787,0.0,0.0,0.0,16.0,0.0,265.0,0.0,0.0
El Al,El Al,McDonnell Douglas DC-8,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0
El Al,El Al,McDonnell Douglas MD-11,0.0,0.0,1.0,1.0,0.0,175.0,0.0,0.0
Emirates,Emirates,Airbus A300,0.0,0.0,7.0,7.0,0.0,75.0,0.0,0.0
Emirates,Emirates,Airbus A310,0.0,0.0,13.0,13.0,0.0,75.0,0.0,0.0
Emirates,Emirates,Airbus A319,1.0,0.0,0.0,1.0,0.0,90.0,90.0,5.3
Emirates,Emirates,Airbus A330,0.0,0.0,29.0,29.0,0.0,115.0,0.0,0.0
Emirates,Emirates,Airbus A340,0.0,0.0,18.0,18.0,0.0,216.0,0.0,0.0
Emirates,Emirates,Airbus A380,87.0,15.0,0.0,102.0,54.0,433.0,37636.0,3.7
Emirates,Emirates,Boeing 737,0.0,0.0,1.0,1.0,0.0,74.0,0.0,0.0
Emirates,Emirates,Boeing 747,2.0,0.0,4.0,6.0,0.0,316.0,632.0,9.2
Emirates,Emirates,Boeing 777,159.0,5.0,10.0,174.0,177.0,295.0,46833.0,6.4
Ethiopian Airlines,Ethiopian Airlines,Airbus A350 XWB,2.0,2.0,0.0,4.0,12.0,312.0,624.0,0.4
Ethiopian Airlines,Ethiopian Airlines,ATR 42/72,0.0,0.0,3.0,3.0,0.0,22.0,0.0,0.0
Ethiopian Airlines,Ethiopian Airlines,Boeing 737,21.0,0.0,9.0,30.0,30.0,74.0,1554.0,6.5
Ethiopian Airlines,Ethiopian Airlines,Boeing 757,3.0,0.0,9.0,12.0,0.0,73.0,218.0,23.2
Ethiopian Airlines,Ethiopian Airlines,Boeing 767,6.0,0.0,12.0,18.0,0.0,187.0,1121.0,14.4
Ethiopian Airlines,Ethiopian Airlines,Boeing 777,16.0,0.0,0.0,16.0,0.0,295.0,4713.0,3.6
Ethiopian Airlines,Ethiopian Airlines,Boeing 787 Dreamliner,16.0,3.0,0.0,19.0,7.0,265.0,4242.0,2.5
Ethiopian Airlines,Ethiopian Airlines,De Havilland Canada DHC-8 Dash 8,18.0,0.0,0.0,18.0,2.0,31.0,563.0,4.7
Ethiopian Airlines,Ethiopian Airlines,Fokker F50 / F60,0.0,0.0,5.0,5.0,0.0,18.0,0.0,0.0
Ethiopian Airlines,Ethiopian Airlines,McDonnell Douglas MD-11,0.0,0.0,3.0,3.0,0.0,175.0,0.0,0.0
Etihad Airways,Etihad Airways,Airbus A300,0.0,0.0,3.0,3.0,0.0,75.0,0.0,0.0
Etihad Airways,Etihad Airways,Airbus A310,0.0,0.0,1.0,1.0,0.0,75.0,0.0,0.0
Etihad Airways,Etihad Airways,Airbus A319,2.0,0.0,2.0,4.0,0.0,90.0,179.0,13.7
Etihad Airways,Etihad Airways,Airbus A320,23.0,0.0,4.0,27.0,10.0,98.0,2254.0,6.6
Etihad Airways,Etihad Airways,Airbus A321,10.0,0.0,0.0,10.0,15.0,115.0,1149.0,1.8
Etihad Airways,Etihad Airways,Airbus A330,30.0,1.0,11.0,42.0,6.0,240.0,7200.0,8.1
Etihad Airways,Etihad Airways,Airbus A340,10.0,0.0,3.0,13.0,0.0,216.0,2156.0,9.0
Etihad Airways,Etihad Airways,Airbus A350 XWB,0.0,1.0,0.0,1.0,65.0,312.0,0.0,0.0
Etihad Airways,Etihad Airways,Airbus A380,8.0,1.0,0.0,9.0,2.0,433.0,3461.0,1.7
Etihad Airways,Etihad Airways,Boeing 747,1.0,0.0,1.0,2.0,0.0,316.0,316.0,17.7
Etihad Airways,Etihad Airways,Boeing 767,0.0,0.0,2.0,2.0,0.0,187.0,0.0,0.0
Etihad Airways,Etihad Airways,Boeing 777,30.0,0.0,5.0,35.0,30.0,295.0,8837.0,6.2
Etihad Airways,Etihad Airways,Boeing 787 Dreamliner,10.0,2.0,0.0,12.0,62.0,265.0,2651.0,1.1
EVA Air,EVA Air,Airbus A320,0.0,0.0,1.0,1.0,0.0,98.0,0.0,0.0
EVA Air,EVA Air,Airbus A321,22.0,0.0,2.0,24.0,0.0,115.0,2528.0,2.0
EVA Air,Uni Air,Airbus A321,2.0,0.0,0.0,2.0,0.0,115.0,230.0,2.7
EVA Air,EVA Air,Airbus A330,10.0,2.0,6.0,18.0,4.0,240.0,2400.0,7.5
EVA Air,EVA Air,ATR 42/72,2.0,0.0,0.0,2.0,0.0,22.0,44.0,0.3
EVA Air,Uni Air,ATR 42/72,13.0,0.0,0.0,13.0,0.0,22.0,287.0,3.0
EVA Air,EVA Air,Boeing 747,9.0,0.0,10.0,19.0,0.0,316.0,2842.0,19.0
EVA Air,EVA Air,Boeing 757,0.0,0.0,2.0,2.0,0.0,73.0,0.0,0.0
EVA Air,Uni Air,Boeing 757,0.0,0.0,1.0,1.0,0.0,73.0,0.0,0.0
EVA Air,EVA Air,Boeing 767,0.0,0.0,9.0,9.0,0.0,187.0,0.0,0.0
EVA Air,EVA Air,Boeing 777,29.0,0.0,0.0,29.0,12.0,295.0,8542.0,5.3
EVA Air,Uni Air,British Aerospace BAe 146/Avro RJ,0.0,0.0,4.0,4.0,0.0,14.0,0.0,0.0
EVA Air,Uni Air,De Havilland Canada DHC-8 Dash 8,0.0,0.0,14.0,14.0,0.0,7.0,0.0,0.0
EVA Air,EVA Air,McDonnell Douglas MD-11,0.0,0.0,12.0,12.0,0.0,175.0,0.0,0.0
EVA Air,EVA Air,McDonnell Douglas MD-90,0.0,0.0,7.0,7.0,0.0,45.0,0.0,0.0
EVA Air,Uni Air,McDonnell Douglas MD-90,0.0,0.0,14.0,14.0,0.0,45.0,0.0,0.0
FedEx Express,FedEx Express,Airbus A300,68.0,0.0,3.0,71.0,0.0,75.0,5100.0,21.4
FedEx Express,FedEx Express,Airbus A310,8.0,0.0,62.0,70.0,0.0,75.0,600.0,28.6
FedEx Express,FedEx Express,ATR 42/72,45.0,0.0,7.0,52.0,0.0,22.0,995.0,25.2
FedEx Express,FedEx Express,Boeing 727,0.0,0.0,72.0,72.0,0.0,4.0,0.0,0.0
FedEx Express,FedEx Express,Boeing 737,0.0,0.0,5.0,5.0,0.0,74.0,0.0,0.0
FedEx Express,FedEx Express,Boeing 747,0.0,0.0,22.0,22.0,0.0,316.0,0.0,0.0
FedEx Express,FedEx Express,Boeing 757,119.0,0.0,4.0,123.0,0.0,73.0,8628.0,25.0
FedEx Express,FedEx Express,Boeing 767,42.0,19.0,0.0,61.0,65.0,187.0,7850.0,2.6
FedEx Express,FedEx Express,Boeing 777,27.0,16.0,0.0,43.0,16.0,295.0,7953.0,5.3
FedEx Express,FedEx Express,McDonnell Douglas DC-10,40.0,0.0,52.0,92.0,0.0,145.0,5800.0,39.0
FedEx Express,FedEx Express,McDonnell Douglas DC-8,0.0,0.0,6.0,6.0,0.0,6.0,0.0,0.0
FedEx Express,FedEx Express,McDonnell Douglas MD-11,59.0,0.0,12.0,71.0,0.0,175.0,10325.0,23.5
Finnair,Finnair,Airbus A300,0.0,0.0,2.0,2.0,0.0,75.0,0.0,0.0
Finnair,Finnair,Airbus A319,9.0,0.0,2.0,11.0,0.0,90.0,806.0,15.5
Finnair,Finnair,Airbus A320,10.0,0.0,2.0,12.0,0.0,98.0,980.0,14.4
Finnair,Finnair,Airbus A321,11.0,1.0,0.0,12.0,8.0,115.0,1264.0,10.0
Finnair,Finnair,Airbus A330,8.0,0.0,0.0,8.0,0.0,240.0,1920.0,7.2
Finnair,Finnair,Airbus A340,2.0,0.0,5.0,7.0,0.0,216.0,431.0,9.0
Finnair,Finnair,Airbus A350 XWB,7.0,2.0,0.0,9.0,12.0,312.0,2184.0,0.9
Finnair,Finnair,ATR 42/72,0.0,0.0,15.0,15.0,0.0,22.0,0.0,0.0
Finnair,Finnair,Boeing 737,0.0,0.0,2.0,2.0,0.0,74.0,0.0,0.0
Finnair,Finnair,Boeing 757,0.0,0.0,7.0,7.0,0.0,73.0,0.0,0.0
Finnair,Nordic Regional Airlines,Embraer E-190,12.0,0.0,0.0,12.0,0.0,46.0,554.0,7.6
Finnair,Finnair,Embraer ERJ-170,0.0,0.0,10.0,10.0,0.0,39.0,0.0,0.0
Finnair,Finnair,Embraer ERJ-190,12.0,0.0,0.0,12.0,0.0,46.0,554.0,8.5
Finnair,Finnair,McDonnell Douglas DC-10,0.0,0.0,5.0,5.0,0.0,145.0,0.0,0.0
Finnair,Finnair,McDonnell Douglas DC-8,0.0,0.0,4.0,4.0,0.0,6.0,0.0,0.0
Finnair,Finnair,McDonnell Douglas DC-9,0.0,0.0,27.0,27.0,0.0,45.0,0.0,0.0
Finnair,Finnair,McDonnell Douglas MD-11,0.0,0.0,7.0,7.0,0.0,175.0,0.0,0.0
Finnair,Finnair,McDonnell Douglas MD-80,0.0,0.0,26.0,26.0,0.0,45.0,0.0,0.0
Finnair,Finnair,Saab 340,0.0,0.0,3.0,3.0,0.0,8.0,0.0,0.0
Flybe,Flybe,ATR 42/72,9.0,0.0,0.0,9.0,2.0,22.0,199.0,6.6
Flybe,Flybe,Boeing 737,0.0,0.0,4.0,4.0,0.0,74.0,0.0,0.0
Flybe,Flybe,British Aerospace BAe 146/Avro RJ,0.0,0.0,24.0,24.0,0.0,14.0,0.0,0.0
Flybe,Flybe,Canadair CRJ-100 Series,0.0,0.0,4.0,4.0,0.0,32.0,0.0,0.0
Flybe,Flybe,De Havilland Canada DHC-6 Twin Otter,1.0,0.0,0.0,1.0,0.0,7.0,7.0,36.9
Flybe,Flybe,De Havilland Canada DHC-8 Dash 8,55.0,4.0,32.0,91.0,4.0,31.0,1722.0,9.6
Flybe,Flybe,Dornier Do-328,2.0,0.0,1.0,3.0,0.0,8.0,16.0,20.0
Flybe,Flybe,Embraer ERJ-145,0.0,0.0,28.0,28.0,0.0,20.0,0.0,0.0
Flybe,Flybe,Embraer ERJ-170,11.0,0.0,0.0,11.0,4.0,39.0,426.0,4.7
Flybe,Flybe,Embraer ERJ-190,9.0,0.0,5.0,14.0,0.0,46.0,416.0,8.8
Flybe,Flybe,Saab 2000,3.0,0.0,0.0,3.0,0.0,12.0,36.0,22.4
Flybe,Flybe,Saab 340,12.0,0.0,2.0,14.0,0.0,8.0,96.0,26.2
FlyDubai,FlyDubai,Boeing 737,56.0,1.0,3.0,60.0,78.0,74.0,4143.0,3.8
Frontier Airlines,Frontier Airlines,Airbus A318,0.0,0.0,11.0,11.0,0.0,66.0,0.0,0.0
Frontier Airlines,Frontier Airlines,Airbus A319,23.0,0.0,30.0,53.0,18.0,90.0,2061.0,11.9
Frontier Airlines,Frontier Airlines,Airbus A320,28.0,7.0,1.0,36.0,59.0,98.0,2744.0,5.7
Frontier Airlines,Frontier Airlines,Airbus A321,13.0,2.0,0.0,15.0,6.0,115.0,1494.0,0.7
Frontier Airlines,Frontier Airlines,Boeing 737,0.0,0.0,42.0,42.0,0.0,74.0,0.0,0.0
Frontier Airlines,Frontier Airlines,De Havilland Canada DHC-8 Dash 8,0.0,0.0,11.0,11.0,0.0,7.0,0.0,0.0
Garuda Indonesia,Garuda Indonesia,Airbus A300,0.0,0.0,22.0,22.0,0.0,75.0,0.0,0.0
Garuda Indonesia,Citilink,Airbus A320,41.0,5.0,0.0,46.0,44.0,98.0,4018.0,4.6
Garuda Indonesia,Garuda Indonesia,Airbus A330,24.0,0.0,30.0,54.0,14.0,240.0,5760.0,7.1
Garuda Indonesia,Garuda Indonesia,Airbus A340,0.0,0.0,3.0,3.0,0.0,216.0,0.0,0.0
Garuda Indonesia,Garuda Indonesia,ATR 42/72,15.0,0.0,0.0,15.0,15.0,22.0,332.0,1.9
Garuda Indonesia,Garuda Indonesia,Boeing 737,74.0,0.0,75.0,149.0,50.0,74.0,5475.0,5.3
Garuda Indonesia,Citilink,Boeing 737,4.0,0.0,14.0,18.0,0.0,74.0,296.0,19.1
Garuda Indonesia,Garuda Indonesia,Boeing 747,2.0,0.0,61.0,63.0,0.0,316.0,632.0,22.8
Garuda Indonesia,Garuda Indonesia,Boeing 767,0.0,0.0,19.0,19.0,0.0,187.0,0.0,0.0
Garuda Indonesia,Garuda Indonesia,Boeing 777,10.0,0.0,4.0,14.0,0.0,295.0,2946.0,2.3
Garuda Indonesia,Garuda Indonesia,Canadair CRJ-1000,18.0,0.0,0.0,18.0,0.0,49.0,882.0,3.2
Garuda Indonesia,Garuda Indonesia,Lockheed L-1011 TriStar,0.0,0.0,1.0,1.0,0.0,190.0,0.0,0.0
Garuda Indonesia,Garuda Indonesia,McDonnell Douglas DC-10,0.0,0.0,25.0,25.0,0.0,145.0,0.0,0.0
Garuda Indonesia,Garuda Indonesia,McDonnell Douglas DC-8,0.0,0.0,11.0,11.0,0.0,6.0,0.0,0.0
Garuda Indonesia,Garuda Indonesia,McDonnell Douglas DC-9,0.0,0.0,25.0,25.0,0.0,45.0,0.0,0.0
Garuda Indonesia,Garuda Indonesia,McDonnell Douglas MD-11,0.0,0.0,18.0,18.0,0.0,175.0,0.0,0.0
Gol Linhas Aéreas,Gol Linhas Aéreas,Boeing 737,124.0,0.0,67.0,191.0,134.0,74.0,9174.0,8.1
Grupo Aeromexico,Aeromexico Express,ATR 42/72,2.0,0.0,0.0,2.0,0.0,22.0,44.0,3.5
Grupo Aeromexico,Aeromexico,Boeing 737,53.0,0.0,21.0,74.0,82.0,74.0,3921.0,8.2
Grupo Aeromexico,Aeromexico,Boeing 757,0.0,0.0,11.0,11.0,0.0,73.0,0.0,0.0
Grupo Aeromexico,Aeromexico,Boeing 767,0.0,0.0,16.0,16.0,0.0,187.0,0.0,0.0
Grupo Aeromexico,Aeromexico,Boeing 777,4.0,0.0,0.0,4.0,0.0,295.0,1178.0,12.9
Grupo Aeromexico,Aeromexico,Boeing 787 Dreamliner,12.0,2.0,0.0,14.0,3.0,265.0,3181.0,1.9
Grupo Aeromexico,Aeromexico Connect,Embraer ERJ-145,19.0,0.0,21.0,40.0,0.0,20.0,372.0,15.0
Grupo Aeromexico,Aeromexico Connect,Embraer ERJ-170,14.0,0.0,2.0,16.0,2.0,39.0,542.0,11.5
Grupo Aeromexico,Aeromexico Connect,Embraer ERJ-190,36.0,0.0,0.0,36.0,1.0,46.0,1663.0,6.3
Grupo Aeromexico,Aeromexico,McDonnell Douglas DC-10,0.0,0.0,6.0,6.0,0.0,145.0,0.0,0.0
Grupo Aeromexico,Aeromexico,McDonnell Douglas DC-8,0.0,0.0,13.0,13.0,0.0,6.0,0.0,0.0
Grupo Aeromexico,Aeromexico,McDonnell Douglas DC-9,0.0,0.0,34.0,34.0,0.0,45.0,0.0,0.0
Grupo Aeromexico,Aeromexico,McDonnell Douglas MD-80,0.0,0.0,53.0,53.0,0.0,45.0,0.0,0.0
Gulf Air,Gulf Air,Airbus A319,0.0,0.0,2.0,2.0,0.0,90.0,0.0,0.0
Gulf Air,Gulf Air,Airbus A320,16.0,0.0,18.0,34.0,12.0,98.0,1568.0,6.2
Gulf Air,Gulf Air,Airbus A321,6.0,0.0,2.0,8.0,17.0,115.0,689.0,4.4
Gulf Air,Gulf Air,Airbus A330,6.0,0.0,6.0,12.0,0.0,240.0,1440.0,17.2
Gulf Air,Gulf Air,Airbus A340,0.0,0.0,10.0,10.0,0.0,216.0,0.0,0.0
Gulf Air,Gulf Air,Boeing 737,0.0,0.0,14.0,14.0,0.0,74.0,0.0,0.0
Gulf Air,Gulf Air,Boeing 747,0.0,0.0,2.0,2.0,0.0,316.0,0.0,0.0
Gulf Air,Gulf Air,Boeing 757,0.0,0.0,1.0,1.0,0.0,73.0,0.0,0.0
Gulf Air,Gulf Air,Boeing 767,0.0,0.0,22.0,22.0,0.0,187.0,0.0,0.0
Gulf Air,Gulf Air,Boeing 777,0.0,0.0,4.0,4.0,0.0,295.0,0.0,0.0
Gulf Air,Gulf Air,Embraer ERJ-170,0.0,0.0,2.0,2.0,0.0,39.0,0.0,0.0
Gulf Air,Gulf Air,Embraer ERJ-190,0.0,0.0,2.0,2.0,0.0,46.0,0.0,0.0
Hainan Airlines,Lucky Air (86.68%),Airbus A319,3.0,0.0,0.0,3.0,0.0,90.0,269.0,11.0
Hainan Airlines,Capital Airlines (70%),Airbus A319,19.0,0.0,10.0,29.0,0.0,90.0,1702.0,8.6
Hainan Airlines,Hainan Airlines,Airbus A319,0.0,0.0,6.0,6.0,0.0,90.0,0.0,0.0
Hainan Airlines,Lucky Air (86.68%),Airbus A320,7.0,1.0,0.0,8.0,0.0,98.0,686.0,4.0
Hainan Airlines,Capital Airlines (70%),Airbus A320,34.0,0.0,0.0,34.0,0.0,98.0,3332.0,3.8
Hainan Airlines,Capital Airlines (70%),Airbus A321,11.0,0.0,0.0,11.0,0.0,115.0,1264.0,0.8
Hainan Airlines,Hainan Airlines,Airbus A330,22.0,0.0,6.0,28.0,1.0,240.0,5280.0,4.2
Hainan Airlines,Capital Airlines (70%),Airbus A330,4.0,4.0,0.0,8.0,3.0,240.0,960.0,7.5
Hainan Airlines,Hainan Airlines,Airbus A340,0.0,0.0,3.0,3.0,0.0,216.0,0.0,0.0
Hainan Airlines,Hainan Airlines,Boeing 737,126.0,2.0,45.0,173.0,4.0,74.0,9321.0,5.5
Hainan Airlines,China Xinhua Airlines (100%),Boeing 737,5.0,0.0,12.0,17.0,0.0,74.0,370.0,12.1
Hainan Airlines,Lucky Air (86.68%),Boeing 737,26.0,2.0,6.0,34.0,0.0,74.0,1923.0,5.3
Hainan Airlines,Urumqi Airlines (70%),Boeing 737,9.0,0.0,0.0,9.0,0.0,74.0,666.0,5.6
Hainan Airlines,Hainan Airlines,Boeing 767,3.0,0.0,2.0,5.0,0.0,187.0,561.0,14.1
Hainan Airlines,Hainan Airlines,Boeing 787 Dreamliner,18.0,3.0,0.0,21.0,8.0,265.0,4772.0,1.8
Hainan Airlines,Hainan Airlines,Dornier Do-328,0.0,0.0,27.0,27.0,0.0,8.0,0.0,0.0
Hawaiian Airlines,Hawaiian Airlines,Airbus A330,23.0,0.0,0.0,23.0,7.0,240.0,5520.0,3.7
Hawaiian Airlines,Hawaiian Airlines,Boeing 717,18.0,2.0,1.0,21.0,2.0,37.0,666.0,15.3
Hawaiian Airlines,Hawaiian Airlines,Boeing 767,8.0,0.0,10.0,18.0,0.0,187.0,1495.0,17.8
Hawaiian Airlines,Hawaiian Airlines,McDonnell Douglas DC-10,0.0,0.0,25.0,25.0,0.0,145.0,0.0,0.0
Hawaiian Airlines,Hawaiian Airlines,McDonnell Douglas DC-8,0.0,0.0,11.0,11.0,0.0,6.0,0.0,0.0
Hawaiian Airlines,Hawaiian Airlines,McDonnell Douglas DC-9,0.0,0.0,38.0,38.0,0.0,45.0,0.0,0.0
Hawaiian Airlines,Hawaiian Airlines,McDonnell Douglas MD-80,0.0,0.0,6.0,6.0,0.0,45.0,0.0,0.0
IAG,British Airways,Aérospatiale/BAC Concorde,0.0,0.0,7.0,7.0,0.0,29.0,0.0,0.0
IAG,Iberia,Airbus A300,0.0,0.0,9.0,9.0,0.0,75.0,0.0,0.0
IAG,British Airways,Airbus A318,2.0,0.0,0.0,2.0,0.0,66.0,133.0,7.3
IAG,British Airways,Airbus A319,44.0,0.0,0.0,44.0,0.0,90.0,3942.0,15.0
IAG,Iberia,Airbus A319,16.0,0.0,11.0,27.0,0.0,90.0,1434.0,11.4
IAG,Vueling,Airbus A319,5.0,0.0,5.0,10.0,3.0,90.0,448.0,9.6
IAG,Aer Lingus,Airbus A319,0.0,0.0,4.0,4.0,0.0,90.0,0.0,0.0
IAG,British Airways,Airbus A320,67.0,0.0,11.0,78.0,25.0,98.0,6566.0,10.5
IAG,Iberia,Airbus A320,14.0,1.0,60.0,75.0,24.0,98.0,1372.0,10.0
IAG,Iberia Express,Airbus A320,18.0,0.0,12.0,30.0,0.0,98.0,1764.0,13.0
IAG,Aer Lingus,Airbus A320,34.0,0.0,6.0,40.0,0.0,98.0,3332.0,10.9
IAG,Vueling,Airbus A320,93.0,1.0,40.0,134.0,32.0,98.0,9114.0,7.2
IAG,British Airways,Airbus A321,18.0,0.0,0.0,18.0,10.0,115.0,2068.0,11.2
IAG,Iberia,Airbus A321,14.0,0.0,5.0,19.0,3.0,115.0,1609.0,13.3
IAG,Iberia Express,Airbus A321,3.0,0.0,0.0,3.0,1.0,115.0,345.0,11.7
IAG,Aer Lingus,Airbus A321,3.0,0.0,3.0,6.0,0.0,115.0,345.0,17.6
IAG,Vueling,Airbus A321,10.0,1.0,0.0,11.0,0.0,115.0,1149.0,1.0
IAG,Iberia,Airbus A330,17.0,3.0,0.0,20.0,3.0,240.0,4080.0,1.9
IAG,Aer Lingus,Airbus A330,10.0,0.0,5.0,15.0,2.0,240.0,2400.0,9.2
IAG,Iberia,Airbus A340,17.0,0.0,22.0,39.0,0.0,216.0,3664.0,10.7
IAG,Aer Lingus,Airbus A350 XWB,0.0,1.0,0.0,1.0,9.0,312.0,0.0,0.0
IAG,British Airways,Airbus A380,12.0,0.0,0.0,12.0,0.0,433.0,5191.0,2.7
IAG,Air Nostrum/Iberia Regional,ATR 42/72,5.0,0.0,14.0,19.0,0.0,22.0,111.0,4.5
IAG,Aer Lingus Regional,ATR 42/72,11.0,0.0,12.0,23.0,0.0,22.0,243.0,4.8
IAG,British Airways,Boeing 737,0.0,0.0,123.0,123.0,0.0,74.0,0.0,0.0
IAG,Iberia,Boeing 737,0.0,0.0,10.0,10.0,0.0,74.0,0.0,0.0
IAG,Aer Lingus,Boeing 737,0.0,0.0,38.0,38.0,0.0,74.0,0.0,0.0
IAG,Iberia,Boeing 747,0.0,0.0,21.0,21.0,0.0,316.0,0.0,0.0
